date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:57:35	513/513	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2005:52:24%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/ee0000/required.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/ee0000/required.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:37	679/679	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2006:35:04%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/e32700/error.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/e32700/error.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:38	294/294	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Apr%202025%2006:14:27%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/help.png	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/help.png	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:40	462/462	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2006:14:27%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/feed.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/feed.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:40	105/105	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Apr%202025%2006:13:26%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/menu-collapsed.png	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/menu-collapsed.png	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:41	107/107	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Apr%202025%2006:35:04%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/menu-collapsed-rtl.png	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/menu-collapsed-rtl.png	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:43	334/334	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Oct%202025%2015:24:10%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/73b355/check.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/73b355/check.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:44	412/412	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Oct%202025%2015:24:10%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/e29700/warning.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/e29700/warning.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:46	531/531	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Oct%202025%2015:24:10%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/required.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/required.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:47	342/342	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2006:35:04%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/000000/chevron-left.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/000000/chevron-left.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:48	348/348	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2006:14:27%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/000000/chevron-right.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/000000/chevron-right.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:49	510/510	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2006:35:04%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/ffffff/hamburger.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/ffffff/hamburger.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:50	491/491	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2005:52:24%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/505050/loupe.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/505050/loupe.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:51	491/491	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Oct%202025%2015:24:10%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/424242/loupe.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/424242/loupe.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:52	220/220	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Apr%202025%2006:35:04%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/ffffff/twistie-down.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/ffffff/twistie-down.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:52	217/217	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Oct%202025%2015:24:10%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/ffffff/twistie-up.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/ffffff/twistie-up.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:54	83/83	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Apr%202025%2006:14:27%20GMT	https://www.bratgenerator.com/themes/contrib/bartik/icons/tabs-border.png	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/themes/contrib/bartik/icons/tabs-border.png	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_BGLOqbpJSx67PbdTIE9pI9q9KVUzgXoX1cNzQsVIf7E.css?delta=1&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:55	784/784	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/ajax-loader.svg	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/ajax-loader.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_fNRA1s_Xt08JlbKw-fIBDNVa-Q9CAQwkf6GWnQaKxi8.css?delta=3&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:56	6752/6752	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Sep%202021%2008:17:47%20GMT	https://www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-.eot?gnlls8	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-d70c.html	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_fNRA1s_Xt08JlbKw-fIBDNVa-Q9CAQwkf6GWnQaKxi8.css?delta=3&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:56	6584/6584	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Sep%202021%2008:17:47%20GMT	https://www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-.ttf?gnlls8	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-d70c-2.html	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_fNRA1s_Xt08JlbKw-fIBDNVa-Q9CAQwkf6GWnQaKxi8.css?delta=3&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:57:57	6660/6660	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-.woff?gnlls8	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-d70c-3.html	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_fNRA1s_Xt08JlbKw-fIBDNVa-Q9CAQwkf6GWnQaKxi8.css?delta=3&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:58:00	17771/17771	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-.svg?gnlls8	/storage/emulated/0/HTTrack/Websites/bratgen/www.bratgenerator.com/sites/g/files/g2000012696/files/2021-09/icomoon-d70c.svg	(from https://www.bratgenerator.com/sites/g/files/g2000017981/files/css/css_fNRA1s_Xt08JlbKw-fIBDNVa-Q9CAQwkf6GWnQaKxi8.css?delta=3&language=en&theme=bartik&include=eJxdzd0KwjAMQOEX6swjjbQLJZgfabJJ9_SKF-K8_ThwKo7kOzTBiHmrGFTqhZQisFP8sfn2Lbt4RVkip7D10nwQmA9F4ZOK4PQ9142j-UFjghs1lxIzkhQ-y6f21R_Jyicmu8Ebll94AUWUQZg)
08:58:02	1/1	---M--	200	added ('OK')	text/plain	etag:%226a29db2e-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/lae6hxw.css)
